구간,라벨,goods_no,판정,의미,p_female,브랜드,상품명
선행,남성,6231048,F,이성 단독(제외),0.5233,말렌,유니섹스 레이어드 후드티 차콜
선행,남성,5287429,X,혼성(유지),0.5223,제네럴웍스,G-COOL-SUMMER-02 쿨링 냉감 아이스 그래픽 반팔 티셔츠 4컬러
선행,남성,5287454,X,혼성(유지),0.5209,제네럴웍스,G-COOL-SUMMER-03 쿨링 냉감 아이스 그래픽 반팔 티셔츠 4컬러
선행,남성,5267867,X,혼성(유지),0.5208,빈폴 멘,[Essential] 남녀공용 수피마코튼 피케 티셔츠  네이비
선행,남성,6788352,X,혼성(유지),0.5206,원헌드레드퍼센트,OHPxJOY 펀어드벤쳐 피그먼트 반팔티
선행,남성,3122025,X,혼성(유지),0.5205,더바이닐하우스,OLD CAR TEE WHITE (VH2DSUT502A)
선행,남성,5268161,X,혼성(유지),0.5205,빈폴 멘,[Essential] 남녀공용 수피마코튼 라운드넥 티셔츠  블랙
선행,남성,3038908,X,혼성(유지),0.5204,라이프워크,실리콘 라독 후드
선행,남성,3429879,X,혼성(유지),0.5199,수에뇨스튜디오,페인팅 로고 오버핏 티셔츠(블랙)
선행,남성,4165845,X,혼성(유지),0.5195,아르메데스,[2PACK] 면 20수 아트그래픽 티셔츠 (1008)
선행,남성,6317284,F,이성 단독(제외),0.5193,지오송지오,스케르조 아트워크 스트라이프 티셔츠 아이보리 ZI3TS380IV
선행,남성,2821813,F,이성 단독(제외),0.5192,에포님,트위스트 슬리브리스_화이트
선행,남성,3857995,X,혼성(유지),0.5188,체이스컬트,공용 캐릭터 후드 티셔츠-DARU5134B04
선행,남성,1311223,X,혼성(유지),0.5180,아움89,스퀘어 로고 티셔츠 (블랙)
선행,남성,5593640,F,이성 단독(제외),0.5179,웬즈데이오아시스,소프트 기모 자수 후드티_MELANGE GRAY(W25-TP43)
선행,남성,5250978,X,혼성(유지),0.5165,제네럴웍스,GW-25S-JP-05 프린팅 JP 반팔 티셔츠 (4color)
선행,남성,4304534,X,혼성(유지),0.5162,아르메데스,[2PACK] 아트그래픽 기능성 반팔 티셔츠 (820)
선행,남성,5201118,X,혼성(유지),0.5157,원헌드레드퍼센트,OHPxHARMONIA 치타잠수 세미오버 반팔티6
선행,남성,3271618,X,혼성(유지),0.5154,라이프워크,벤츄리 라독와펜 반팔 티셔츠
선행,남성,1665427,X,혼성(유지),0.5143,어퍼스트로피 콤마,ACO LOGO HOODIE (Charcoal/Blue)
선행,남성,6594974,X,혼성(유지),0.5140,빈폴 멘,[Essential] 남녀공용 스웨트 셔츠  블랙
선행,남성,1862586,X,혼성(유지),0.5139,어퍼스트로피 콤마,베이직 스트라이프 롱 슬리브 (아이보리)
선행,남성,4762537,X,혼성(유지),0.5131,빈폴 멘,[Essential] 남녀공용 수피마 코튼 피케 티셔츠  애쉬 (BC5242E114)
선행,남성,4228743,F,이성 단독(제외),0.5123,아스트랄 프로젝션,[스포츠 클럽 복싱]코튼 루즈핏 반팔 티셔츠_더스티 민트
선행,남성,5231436,F,이성 단독(제외),0.5114,테켓,Whoosh After Hoodie White
선행,남성,6810389,F,이성 단독(제외),0.5110,에잇세컨즈,가먼트다잉 스포티 그래픽 슬리브리스  애쉬
선행,남성,2978432,F,이성 단독(제외),0.5101,고저,UNDER V-NECK HALF T-SHIRT_WHITE
선행,남성,6036210,F,이성 단독(제외),0.5094,올세인츠,잔더 크루 티셔츠 M030JC-10243
선행,남성,2437540,X,혼성(유지),0.5080,베러댄라이프,에어 코튼 크루넥 숏 슬리브(BCBSS01)
선행,남성,743514,X,혼성(유지),0.5073,기럭지,어깨라인배색 나그랑 반팔티
선행,남성,3412964,F,이성 단독(제외),0.5056,페이크캠퍼,피그먼트 무지 라벨 티셔츠 [CHACOAL]
선행,남성,3167476,X,혼성(유지),0.5042,어굿데이,[UNISEX] 플라워지 롱슬리브 티셔츠(black)
선행,남성,6987757,X,혼성(유지),0.5027,빈폴 멘,[Essential] 남녀공용 라운드넥 티셔츠  블랙
선행,남성,3525265,F,이성 단독(제외),0.5025,와르,DM1012 올 오버 후드 티셔츠_그레이
선행,남성,3886918,X,혼성(유지),0.5021,바스틱,커버 스티치 플래그 롱슬리브_블랙
선행,남성,5357666,X,혼성(유지),0.5021,워크어스,올모스트데얼 빅 크랙 티셔츠 - 화이트블랙
선행,남성,3741016,X,혼성(유지),0.5018,라이프워크,공용) 빅라독 프린팅 후드 티셔츠
선행,남성,2603322,F,이성 단독(제외),0.4999,미타,로고 롱슬리브 티셔츠  -  올리브그린
선행,남성,3618454,X,혼성(유지),0.4994,메스타리,배드민턴 라켓 크로스 후드 다크그린 CH2003
선행,남성,4091388,X,혼성(유지),0.4987,체이스컬트,공용 컬러 드로잉 반팔 티셔츠-DBRU5828D0S
선행,남성,5099518,F,이성 단독(제외),0.4973,오디너리피플,RE : SHIRT 05 - PK Stripe Shorts Layered Shirt (GRAY)
선행,남성,3446464,F,이성 단독(제외),0.4961,언티지,U넥 리넨 슬러브 티셔츠[Green(UNISEX)]_UTT-ST55
선행,남성,5389673,X,혼성(유지),0.4955,원헌드레드퍼센트,OHPxVORIN 꽃님이 베이직 긴팔티셔츠6
선행,남성,6021223,F,이성 단독(제외),0.4955,블루잉,CLOUD SCOTCH PIGMENT CROP HOOD
선행,남성,4860750,F,이성 단독(제외),0.4942,제로라운지,[SOFT COTTON] 에센셜 올데이 티셔츠 그레이
선행,남성,6092580,X,혼성(유지),0.4936,빈폴 멘,[Essential] 피케 칼라넥 반소매 티셔츠  네이비
선행,남성,4980945,X,혼성(유지),0.4931,더바이닐하우스,BLUR STAR TEE WHITE
선행,남성,5305203,F,이성 단독(제외),0.4919,티엔지티,Multi Stripe Long Sleeve T-Shirts (Navy) TNTS5F101N2
선행,남성,4160280,X,혼성(유지),0.4908,엘라모,L.L-레인보우 포켓 반팔티셔츠 남녀공용 빅사이즈 XS~XL
선행,남성,5197924,F,이성 단독(제외),0.4901,페이탈고스트,YIN YANG-BK
선행,남성,6093787,X,혼성(유지),0.4900,빈폴 멘,기본 긴소매 티셔츠 - 라이트 그레이
선행,남성,5982798,F,이성 단독(제외),0.4883,노운,pique henley t-shirts (melange gray)
선행,남성,5756841,X,혼성(유지),0.4881,라코스테,남성 소프트 브랜딩 반팔 폴로 셔츠 PH2723-55G 107
선행,남성,2830961,F,이성 단독(제외),0.4879,에포님,크리스탈 슬리브리스_블랙
선행,남성,5267352,X,혼성(유지),0.4878,빈폴 멘,[Essential] 남녀공용 로고 자수 스웨트 셔츠  핑크
선행,남성,6007586,F,이성 단독(제외),0.4877,송지오,송지오 컬렉션 아크엔젤 고스트 폴드 티셔츠 레드 SI3TS702RD
선행,남성,4208144,X,혼성(유지),0.4866,나이키,스포츠웨어 클럽 티셔츠 M - 화이트:블랙 / AR4999-101
선행,남성,5739173,X,혼성(유지),0.4849,라코스테,남성 소프트브랜딩 긴팔 티셔츠 TH8135-55N 031
선행,남성,2723149,F,이성 단독(제외),0.4811,에포님,러브 슬리브리스_핑크
선행,남성,5774282,X,혼성(유지),0.4809,에이던엠,PIGMENT DAILY STRIPE HOODIE (BLUE)
선행,남성,4729233,X,혼성(유지),0.4800,아르메데스,[2PACK] 면 16수 오버핏 아트그래픽 반팔티셔츠 (1028)
선행,남성,6195440,F,이성 단독(제외),0.4785,디아더생츄어리,NRNL ST 반팔 티셔츠 - 이지 (스카이 블루)
선행,남성,1367660,X,혼성(유지),0.4781,쿠르보,로고 후드_보라 (남 여)
선행,남성,4762468,X,혼성(유지),0.4778,빈폴 멘,[Essential] 남녀공용 수피마 코튼 피케 티셔츠  코럴 (BC5242E117)
선행,남성,3145301,X,혼성(유지),0.4777,비볼드비쿨,석고 [T-Shirt]
선행,남성,5490216,F,이성 단독(제외),0.4776,포스333,Stain Washed Hoodie
선행,남성,3765748,F,이성 단독(제외),0.4772,카레타,엘에스 플리스 후드티 블랙
선행,남성,5602092,F,이성 단독(제외),0.4771,문선,MJ Crop Turtle Neck Knit / Navy
선행,남성,4249479,F,이성 단독(제외),0.4757,카트리나케이,배드 보이 큐피트  반팔티셔츠-3color
선행,남성,6606278,F,이성 단독(제외),0.4735,드마크,M OUTSTITCH BOXY SHORT SLEEVE TEE - Black
선행,남성,1665441,X,혼성(유지),0.4727,어퍼스트로피 콤마,ACO LOGO HOODIE (Gray/White)
선행,남성,1411746,X,혼성(유지),0.4723,드마크,남자여자 언발란스 반팔 티셔츠 블랙
선행,남성,5214844,X,혼성(유지),0.4719,원헌드레드퍼센트,OHPxHARMONIA4 조용한 광기 세미오버 반팔티6
선행,남성,2436357,X,혼성(유지),0.4710,럭키플로우,럭키 로고 반팔티셔츠 [그린]
선행,남성,587118,X,혼성(유지),0.4708,발란트,유니버스티타이프 베이직티셔츠 그린
선행,남성,5306447,X,혼성(유지),0.4702,제네럴웍스,N-COOL-CT-01 드라이 쿨링 반팔 카라티셔츠 3컬러
선행,남성,5842817,X,혼성(유지),0.4701,아디다스,스케이트보딩 원사 염색 티셔츠 KC6291
선행,남성,3281865,F,이성 단독(제외),0.4699,오디너리피플,[LOON X ORD] 루니툰 패러디 져지 핑크
선행,남성,4244340,X,혼성(유지),0.4686,아르메데스,[2PACK] 아트그래픽 기능성 반팔 티셔츠 (812)
선행,남성,5946184,X,혼성(유지),0.4684,빈폴 멘,[Essential] 스웨트 셔츠  라이트 그레이
선행,남성,4920318,X,혼성(유지),0.4682,갈렉스,풋볼 시그니쳐 컬러블록 나일론 숏슬리브 블루 GA5621 BL
선행,남성,4650719,X,혼성(유지),0.4673,난데,하프 폴라 티셔츠 6color
선행,남성,1123501,X,혼성(유지),0.4671,베러댄88,로라 오버핏 워싱 20수 긴팔티셔츠 밴타블랙
선행,남성,5060585,X,혼성(유지),0.4670,에데닉,호텔 에데닉 자수 반소매 티셔츠(블랙)_EZS1TS02BK
선행,남성,3780659,F,이성 단독(제외),0.4657,이스트쿤스트,G&C HOODIE_LIGHT GREY(IK2ESMM407A)
선행,남성,4234283,X,혼성(유지),0.4657,아르메데스,[2PACK] 남녀공용 30수 라운드 반팔 티셔츠 AR-502
선행,남성,6217145,X,혼성(유지),0.4656,제너럴아이디어,UNISEX 스티치 포인트 포켓 티셔츠 [3COL] / GF1UTS008
선행,남성,6581792,F,이성 단독(제외),0.4655,일꼬르소,CRS Freeze Cool Cotton 모비멘토 슬로건 숏 슬리브 티셔츠 화이트
선행,남성,6700193,X,혼성(유지),0.4653,팀버랜드,[2PACK] AF QUICK-DRY 반팔 & AF 뉴트럴 로고 반팔 5종
선행,남성,6987820,X,혼성(유지),0.4653,빈폴 멘,[소프트터치] 프리미엄 코튼 피케 칼라넥 티셔츠  와인
선행,남성,6583809,X,혼성(유지),0.4652,원헌드레드퍼센트,OHPxJOY4 b그리움 피그먼트 반팔티
선행,남성,4380989,X,혼성(유지),0.4651,워크온바디오프,[2 PACK] 비와이드 오버핏 반팔 티셔츠 (어깨+3cm)
선행,남성,3881738,X,혼성(유지),0.4650,애스플래폼,AW41TH04 스카프 탑_화이트
선행,남성,6417552,X,혼성(유지),0.4650,제너럴아이디어,UNISEX 스티치 반팔 티셔츠 [4COL] / GF2UTS013
선행,남성,4983759,X,혼성(유지),0.4638,세르지오 타키니,U 스트라이프 저지 럭비 셔츠 (Pink)
선행,남성,6411694,X,혼성(유지),0.4621,라이프워크,공용) 빈티지 워싱 W로고 반팔 티셔츠
선행,남성,6299840,X,혼성(유지),0.4614,원헌드레드퍼센트,OHPxHARMONIA 썸머데이즈 세미오버 반팔티6
선행,남성,5250357,X,혼성(유지),0.4603,제네럴웍스,GW-25S-JP-03 프린팅 JP 반팔 티셔츠 (4color)
선행,남성,6012872,X,혼성(유지),0.4603,헤링본,[SET] 커플 시밀러룩세트 홀터 롱원피스 & 하와이안셔츠 HI192 NJ105
선행,남성,1395631,F,이성 단독(제외),0.4583,파베르핑거,LOGO MIDDLE LINE OVERSIZED T-SHIRT (IVORY)
선행,남성,4193118,F,이성 단독(제외),0.4582,달러플라워,"DAI$Y PRINTING T-SHIRTS,  WHITE"
선행,남성,5383959,F,이성 단독(제외),0.4582,유에프씨 스포츠,UFC 옥타곤 워리어 메가핏 반팔 티셔츠 화이트 U2SSW2142WH
선행,남성,6490655,X,혼성(유지),0.4578,엠블룩,프리미엄 면스판 반팔티셔츠 부산갈매기 (3color)
선행,남성,4137214,X,혼성(유지),0.4571,라이프워크,공용) 피그먼트 스몰라독 반팔 티셔츠
선행,남성,5268269,X,혼성(유지),0.4571,빈폴 멘,[Essential] 남녀공용 수피마코튼 피케 티셔츠  베이지
선행,남성,6092387,X,혼성(유지),0.4570,빈폴 멘,싱글 스트라이프 반소매 티셔츠  라이트 그린
선행,남성,6489675,X,혼성(유지),0.4556,제너럴아이디어,[2PACK] UNISEX 온도컷 쿨링 로고 반팔 티셔츠 [2COL] / GF2UTS017SET
선행,남성,6746903,X,혼성(유지),0.4553,원헌드레드퍼센트,OHPxJOY 스테이오리지널 피그먼트 반팔티
선행,남성,5061917,F,이성 단독(제외),0.4539,드마크,M STREET GRAFFITI OVERSIZED LONG-SLEEVE T-SHIRT
선행,남성,4846426,X,혼성(유지),0.4520,세르지오 타키니,U 레이프레쉬 캄포 피케 반팔 티셔츠 (Indigo)
선행,남성,4262792,X,혼성(유지),0.4515,플레이몬스터,스트라이프 라운드 반팔티  그린
선행,남성,4328856,X,혼성(유지),0.4515,엘런아시,EA번개 옆트임레이어드 오버핏 반팔 티셔츠
선행,남성,4762572,X,혼성(유지),0.4512,빈폴 멘,[Essential] 남녀공용 수피마 코튼 피케 티셔츠  스카이 블루 (BC5242E11Q)
선행,남성,5646916,X,혼성(유지),0.4511,원헌드레드퍼센트,OHPxGOODD4 비트타는 호랑이 기모 후드6
선행,남성,4762539,X,혼성(유지),0.4496,빈폴 멘,[Essential] 남녀공용 수피마 코튼 피케 티셔츠  블랙 (BC5242E115)
선행,남성,4280138,X,혼성(유지),0.4495,아르메데스,[2PACK] 아트그래픽 기능성 반팔 티셔츠 (816)
선행,남성,4192209,X,혼성(유지),0.4474,아르메데스,[2PACK] 면 20수 아트그래픽 티셔츠 (1004)
선행,남성,3186078,X,혼성(유지),0.4471,원헌드레드퍼센트,OHP X DREAMDAY 시카고 밀레니엄파크 세미오버 반팔티
선행,남성,6910542,F,이성 단독(제외),0.4465,디오디,컬러 그래픽 긴팔티셔츠(OFF WHITE 2)
선행,남성,2477511,F,이성 단독(제외),0.4451,드마크,스퀘어로고 스티치 박스핏 긴팔 티셔츠 오렌지
선행,남성,5424605,X,혼성(유지),0.4445,제멋,[2PACK] 플레인 에센셜 후드 KJHD2674
선행,남성,1965548,X,혼성(유지),0.4440,리스펙트,[패키지] surfing tee (7 color)
선행,남성,4762542,X,혼성(유지),0.4436,빈폴 멘,[Essential] 남녀공용 수피마 코튼 피케 티셔츠  올리브 (BC5242E11J)
선행,남성,1450635,F,이성 단독(제외),0.4428,색 스튜디오,SURFERs T-SHIRTS NEON
선행,남성,6032307,X,혼성(유지),0.4407,세르지오 타키니,U 프레쉬닷 반팔 아노락 (Black)
선행,남성,6381458,X,혼성(유지),0.4400,원헌드레드퍼센트,OHPxJOY4 펀치 세미오버 반팔티
선행,남성,1665764,X,혼성(유지),0.4399,어퍼스트로피 콤마,ACOMMA MASK HANGER HOODIE (Oatmeal/Ivory)
선행,남성,5362754,X,혼성(유지),0.4397,세르지오 타키니,U 클래식 유니섹스 긴팔 폴로 (D.Brown)
선행,남성,2329980,F,이성 단독(제외),0.4394,리스펙트,jobs tee (Black)
선행,남성,5072890,X,혼성(유지),0.4392,발데블랑코,[2PACK] 코튼 절개 오버핏 반팔 티셔츠 3color
선행,남성,5299042,X,혼성(유지),0.4381,빈폴 멘,더블니트 칼라넥 스웨트 셔츠  블랙
선행,남성,6007550,F,이성 단독(제외),0.4373,와이오와이,오픈 칼라 배색 플리츠 티셔츠_2colors
선행,남성,5946216,X,혼성(유지),0.4369,빈폴 멘,[Essential] 스웨트 셔츠  그린
선행,남성,4549817,F,이성 단독(제외),0.4367,롬프,TV MELT HOODIE (BLUE)
선행,남성,2631712,F,이성 단독(제외),0.4353,폴루션,Whale Series-2 Half T-Shirt(PUNCMTS018_WH)
선행,남성,2633811,F,이성 단독(제외),0.4353,쿤타치,IVORY Organic Plain Hoody
선행,남성,4239036,X,혼성(유지),0.4344,아인이프온,심볼 라벨 후드티 2color
선행,남성,5964759,X,혼성(유지),0.4342,라코스테,남성 크록 시그니처 루즈핏 후드 스웻셔츠 SH7741-56G 02M
선행,남성,4756793,F,이성 단독(제외),0.4325,지오송지오,ZSZO 우븐 래글런 티셔츠 차콜 ZH3TS710CH
선행,남성,4544999,F,이성 단독(제외),0.4320,홍우성,EMBROIDERY OVERSIZED LONG HOODY_GRAY
선행,남성,6153879,X,혼성(유지),0.4320,러프 애슬레틱,쿨론메쉬 퍼포먼스 오버핏져지 - navy
선행,남성,4655145,F,이성 단독(제외),0.4319,무신사 스탠다드,릴렉스드 CR 와이드 스쿱 넥 티셔츠 [네이비]
선행,남성,3240209,F,이성 단독(제외),0.4300,리브레너,베이직 쇼트 슬리브 티 블랙
선행,남성,3281868,F,이성 단독(제외),0.4298,오디너리피플,[LOON X ORD] 루니툰 테즈 져지 화이트
선행,남성,4980934,X,혼성(유지),0.4296,더바이닐하우스,GUNFIGHT TYPO TEE KHAKI
선행,남성,3618472,X,혼성(유지),0.4295,메스타리,배드민턴 코트 오버핏 후드 블랙 CH2004
선행,남성,5741028,X,혼성(유지),0.4294,라코스테,남성 소프트 브랜딩 후드 스웻셔츠 SH2740-55N E9F
선행,남성,4762459,X,혼성(유지),0.4290,빈폴 멘,[Essential] 수피마 코튼 라운드넥 티셔츠  네이비 (BC5242E12R)
선행,남성,5946157,X,혼성(유지),0.4284,빈폴 멘,[Essential] 스웨트 셔츠  아이보리
선행,남성,5634685,F,이성 단독(제외),0.4278,애드호크,남성 기모 베이직 티셔츠 (LT-BEIGE) (HBALT12)
선행,남성,4762550,X,혼성(유지),0.4272,빈폴 멘,[Essential] 남녀공용 수피마 코튼 피케 티셔츠  그린 (BC5242E11M)
선행,남성,5214842,X,혼성(유지),0.4268,원헌드레드퍼센트,OHPxHARMONIA 빌런의 여름 세미오버 반팔티
선행,남성,1427094,X,혼성(유지),0.4267,더블유브이프로젝트,[2PACK] 헤비 더블체인 반팔티셔츠 2pack KHST7398
선행,남성,5707979,X,혼성(유지),0.4260,원헌드레드퍼센트,OHPxHARMONIA b트래블 백팩 기모 후드
선행,남성,5982775,F,이성 단독(제외),0.4253,노운,waffle hooded t-shirts (black)
선행,남성,5325891,X,혼성(유지),0.4249,세르지오 타키니,U 클래식 유니섹스 긴팔 폴로 (Black)
선행,남성,5267346,X,혼성(유지),0.4246,빈폴 멘,[Essential] 남녀공용 로고 자수 스웨트 셔츠  네이비
선행,남성,6583811,X,혼성(유지),0.4242,원헌드레드퍼센트,OHPxJOY 엄지척 피그먼트 반팔티
선행,남성,6245403,F,이성 단독(제외),0.4237,커버낫,[커버낫 X 미즈노] 빅 로고 다잉 티셔츠 터스크
선행,남성,6668573,X,혼성(유지),0.4228,아디다스,스케이트보딩 x 템플 오브 스케이트 클럽 티셔츠 KS4338
선행,남성,7036088,X,혼성(유지),0.4224,원헌드레드퍼센트,OHPxJOY 오프듀티라쿤 오버핏 헤비 후드
선행,남성,4762648,F,이성 단독(제외),0.4223,빈폴 멘,[Essential] 남녀공용 수피마코튼 피케 티셔츠  베이지
선행,남성,5325889,X,혼성(유지),0.4218,세르지오 타키니,U 클래식 유니섹스 긴팔 폴로 (Melange Grey)
선행,남성,4062014,X,혼성(유지),0.4213,체이스컬트,공용 컬러 블럭 반팔 티셔츠-DBRU5843D04
선행,남성,5726794,F,이성 단독(제외),0.4211,에스에스와이,빌로우 버튼다운 헨리넥 롱 슬리브 차콜
선행,남성,5267856,X,혼성(유지),0.4189,빈폴 멘,[Essential] 남녀공용 수피마코튼 피케 티셔츠  올리브
선행,남성,4980949,F,이성 단독(제외),0.4184,더바이닐하우스,SPRAY STAR TEE BLACK
선행,남성,3288862,F,이성 단독(제외),0.4182,노이어,리브드 모크넥 하프 티셔츠 (화이트)
선행,남성,4160281,X,혼성(유지),0.4181,엘라모,베이비베어 기본 반팔티셔츠 남녀공용 빅사이즈 XS~XL
선행,남성,3618447,X,혼성(유지),0.4169,메스타리,배드민턴 라켓 크로스 후드 그레이 CH2002
선행,남성,987149,X,혼성(유지),0.4167,제멋,[2PACK] 에디 오버핏 반팔티셔츠 KJST2189
선행,남성,4762564,X,혼성(유지),0.4162,빈폴 멘,[Essential] 남녀공용 수피마 코튼 피케 티셔츠  로열 블루
선행,남성,6252758,F,이성 단독(제외),0.4158,지플리시,TP 스트라이프 티셔츠 네이비
선행,남성,2253358,X,혼성(유지),0.4147,어퍼스트로피 콤마,더블 ACO 로고 후디 (올리브/블랙)
선행,남성,2445040,F,이성 단독(제외),0.4141,디프리크,클래식 코튼 티셔츠 - 화이트
선행,남성,5368631,F,이성 단독(제외),0.4129,티엔지티,Oversize Hoodie Sweatshirt (Melange Grey) TNTS5F102G2
선행,남성,4727019,X,혼성(유지),0.4128,아르메데스,[2PACK] 면 16수 오버핏 아트그래픽 반팔티셔츠 (1023)
선행,남성,3447909,X,혼성(유지),0.4126,체이스컬트,공용 캐릭터 후드 티셔츠-CEZU5105B03
선행,남성,5726792,F,이성 단독(제외),0.4100,에스에스와이,빌로우 버튼다운 헨리넥 롱 슬리브 브라운
선행,남성,2624319,F,이성 단독(제외),0.4098,플루크,피그먼트 오버핏 반팔티셔츠 그레이 FST701
선행,남성,5581936,F,이성 단독(제외),0.4091,아웃사이드프로그,보트넥 스트라이프 티셔츠 (아이보리/네이비)
선행,남성,6217359,X,혼성(유지),0.4088,카파,[2SET] 아트워크 로고 반팔티셔츠
선행,남성,5392955,F,이성 단독(제외),0.4085,골든선샤인,G-logo hoodie_Yellow
선행,남성,1880048,F,이성 단독(제외),0.4080,코랄리안,런오프 빅로고 반팔 면 티셔츠 블랙
선행,남성,5690516,F,이성 단독(제외),0.4074,스크래틀 픽셀,폴라폴리스 버튼 후디[네이비]
선행,남성,4762636,X,혼성(유지),0.4069,빈폴 멘,[Essential] 남녀공용 수피마 코튼 라운드넥 티셔츠  블랙 (BC5141E025)
선행,남성,5305350,F,이성 단독(제외),0.4067,티엔지티,Oversize Rib Polo Knit Top (Grey) TNSW5F111G2
선행,남성,5096771,F,이성 단독(제외),0.4066,유네,Visual Motif Tee_[Gray]
선행,남성,4285751,X,혼성(유지),0.4057,엑스오엑스,[2PACK] 레이어드 크루넥 긴팔 티셔츠
선행,남성,1866096,X,혼성(유지),0.4051,모즈모즈,[SET] 5색상 컬러칩 반팔 조거 트레이닝복세트 빅사이즈
선행,남성,6561943,X,혼성(유지),0.4048,원헌드레드퍼센트,OHPxGOODD4 비비드팬더 세미오버 반팔티
선행,남성,1954751,F,이성 단독(제외),0.4042,색 스튜디오,디스토트 슬리브리스 블랙
선행,남성,5032092,F,이성 단독(제외),0.4042,더스티화이트,블랙 코튼 슬리브리스 탑
선행,남성,6645217,F,이성 단독(제외),0.4042,드마크,M Standard Fit Solid French T-Shirt  Black
선행,남성,6843482,F,이성 단독(제외),0.4033,레뷰라,REVE AURA CROP RINGER T-SHIRTS - UNISEX / EMERALD
선행,남성,2313310,X,혼성(유지),0.4026,어퍼스트로피 콤마,[2-PACKS] 2팩 로고 후드티셔츠 패키지 (16colors)
선행,남성,2253356,X,혼성(유지),0.4016,어퍼스트로피 콤마,더블 ACO 로고 후디 (베이지/블랙)
선행,남성,6271228,F,이성 단독(제외),0.4012,던스트 포 맨,VINTAGE ARCH LOGO T-SHIRT_UNISEX_UDTS6B145_OFF WHITE
선행,남성,4876282,F,이성 단독(제외),0.4010,쿠톤,레코렉션 오버핏 헤비 반팔티셔츠
선행,남성,4200986,F,이성 단독(제외),0.4006,보나츠 팔레트,BP 헤지호그 티셔츠_BLACK
선행,남성,2253376,X,혼성(유지),0.4003,어퍼스트로피 콤마,풀네임 드로잉 로고 후디 (블루/화이트)
선행,남성,4671084,X,혼성(유지),0.4003,아르메데스,[2PACK] 면 16수 오버핏 아트그래픽 반팔티셔츠 (1026)
선행,남성,6124362,F,이성 단독(제외),0.4002,밀라코드,High-Neck Signature T-Shirt (GREEN)
선행,남성,3540940,F,이성 단독(제외),0.3998,더바이닐하우스,ANGEL OF DEATH HOODIE PINK (VH2DFUM406A)
선행,남성,5663460,X,혼성(유지),0.3995,마하그리드,mah SPRAY HOODIE _2colors
선행,남성,5398324,F,이성 단독(제외),0.3992,쿠르베,Long Sleeve Zip Polo Shirt (White)
선행,남성,2067891,X,혼성(유지),0.3970,퍼스텝,[2PACK] 픽시드 오버핏 긴팔 티셔츠 6종 SMLT4447
선행,남성,5452550,X,혼성(유지),0.3962,갈렉스,레트로 시티 후드 베네치아 미드나잇블루 GA5714 BL
선행,남성,1866132,X,혼성(유지),0.3961,모즈모즈,[SET] 5색상 컬러칩 오버핏 반팔 반바지 트레이닝세트 빅사이즈
선행,남성,5439460,X,혼성(유지),0.3958,제네럴웍스,헤비쭈리 무지 후드티_2컬러 BH000
선행,남성,4080134,F,이성 단독(제외),0.3949,티떠블유엔,애브시그니쳐 반팔 크림 HSST3559
선행,남성,4756089,F,이성 단독(제외),0.3940,캠브리지 유니버시티,[25SS] 캠브리지 시그니처 긴팔 럭비 티셔츠 그린
선행,남성,6730815,F,이성 단독(제외),0.3930,부붐,[빅사이즈]리디파인드 스톤 워시드 엠보더리 티셔츠
선행,남성,5976022,F,이성 단독(제외),0.3925,디써티원,스트라이프 롱슬리브 럭비 셔츠(블루)
선행,남성,4389632,X,혼성(유지),0.3924,프레드페리,[Baseline] 후드 집 스루 스웻셔츠 (795) AFPM2437536-795
선행,남성,2774815,X,혼성(유지),0.3921,마틴골프,Block Stripe Polo Shirts_Navy (Men)
선행,남성,5738900,X,혼성(유지),0.3918,라코스테,남성 소프트브랜딩 반팔 폴로 셔츠 PH2723-55N E9F
선행,남성,2101569,X,혼성(유지),0.3914,퍼스텝,[2PACK] 2pack 파인더 후드 9종 JUHD4441
선행,남성,4230182,F,이성 단독(제외),0.3909,아스트랄 프로젝션,[슈퍼노바]코튼 루즈핏 반팔 티셔츠_더스티 민트
선행,남성,2450848,X,혼성(유지),0.3907,원헌드레드퍼센트,OHP X MOAI b캠핑 세미오버 반팔티
선행,남성,4874603,F,이성 단독(제외),0.3896,엑스톤즈,XTT125 컨스텔 넘버링 풋볼 티셔츠 (BROWN)
선행,남성,2253338,X,혼성(유지),0.3884,어퍼스트로피 콤마,더블 ACO 로고 후디 (블랙/화이트)
선행,남성,5950515,F,이성 단독(제외),0.3875,그루브라임,MID POINT LOGO HOODIE (LRSFCTH723M)
선행,남성,5412048,F,이성 단독(제외),0.3865,챌린저,남성 테크핏 스트레치 모크넥 긴팔 티셔츠 블랙
선행,남성,5032093,F,이성 단독(제외),0.3861,더스티화이트,브라운 코튼 슬리브리스 탑
선행,남성,4052608,X,혼성(유지),0.3860,밸롭,플라이테크 숏 슬리브 블랙
선행,남성,5377605,F,이성 단독(제외),0.3851,발란트,클래식 컬러 블록 플리스 후드 - 오렌지
선행,남성,6561949,X,혼성(유지),0.3845,원헌드레드퍼센트,OHPxGOODD4 웨일 피그먼트 반팔티6
선행,남성,6668591,X,혼성(유지),0.3842,아디다스,FS+ 버튼업 셔츠 KS4328
선행,남성,6252682,F,이성 단독(제외),0.3836,지플리시,TP 스트라이프 티셔츠 그레이
선행,남성,6743166,F,이성 단독(제외),0.3833,디아도라,텔레토비 워싱 그래픽 반팔 티셔츠 PINK
